SYMBOL, SERIES, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, INTEREST PAYMENT DT, ISIN NUMBER
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Mar-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Apr-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-May-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Jun-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jul-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Aug-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Sep-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Oct-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Nov-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Dec-17,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jan-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,28-Feb-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Mar-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Apr-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-May-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Jun-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jul-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Aug-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Sep-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Oct-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,30-Nov-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Dec-18,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Jan-19,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,28-Feb-19,INE005A08BM9
ICICI0301,NC,04-May-01,22-Mar-01,22-Mar-19,31-Mar-19,INE005A08BM9
ICICI0302,NC,30-Apr-02,27-Mar-02,27-Mar-23,,INE005A11BF7
ICICI0302,NC,30-Apr-02,27-Mar-02,27-Mar-23,27-Mar-23,INE005A11BF7
ICICI0401,N9,30-May-01,26-Apr-01,26-Jul-22,,INE005A11846
ICICI0401,N9,30-May-01,26-Apr-01,26-Jul-22,26-Jul-22,INE005A11846
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jan-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,28-Feb-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Mar-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Apr-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-May-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Jun-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jul-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Aug-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Sep-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Oct-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Nov-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Dec-16,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jan-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,28-Feb-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Mar-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Apr-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-May-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Jun-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jul-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Aug-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Sep-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Oct-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Nov-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Dec-17,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jan-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,28-Feb-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Mar-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Apr-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-May-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Jun-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jul-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Aug-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Sep-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Oct-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Nov-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Dec-18,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Jan-19,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,28-Feb-19,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,31-Mar-19,INE005A08BV0
ICICI0401,NC,30-May-01,26-Apr-01,26-Apr-19,30-Apr-19,INE005A08BV0
ICICI0402,NC,30-May-02,23-Apr-02,23-Jul-23,,INE005A11BK7
ICICI0402,NC,30-May-02,23-Apr-02,23-Jul-23,23-Jul-23,INE005A11BK7
ICICI0699,NA,14-Jul-99,16-Jun-99,16-Apr-23,,INE005A11531
ICICI0699,NA,14-Jul-99,16-Jun-99,16-Apr-23,16-Apr-23,INE005A11531
ICICI0701,N8,30-Aug-01,24-Jul-01,24-Apr-22,,INE005A11911
ICICI0701,N8,30-Aug-01,24-Jul-01,24-Apr-22,24-Apr-22,INE005A11911
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jan-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,28-Feb-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Mar-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Apr-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-May-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Jun-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jul-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Aug-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Sep-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Oct-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Nov-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Dec-16,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jan-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,28-Feb-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Mar-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Apr-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-May-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Jun-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jul-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Aug-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Sep-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Oct-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Nov-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Dec-17,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jan-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,28-Feb-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Mar-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Apr-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-May-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Jun-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jul-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Aug-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Sep-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Oct-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Nov-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Dec-18,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jan-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,28-Feb-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Mar-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Apr-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-May-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,30-Jun-19,INE005A08CF1
ICICI0701,NB,30-Aug-01,24-Jul-01,24-Jul-19,31-Jul-19,INE005A08CF1
ICICI0801,NA,03-Oct-01,28-Aug-01,28-Aug-22,,INE005A11960
ICICI0801,NA,03-Oct-01,28-Aug-01,28-Aug-22,28-Aug-22,INE005A11960
ICICI0901,NB,23-Oct-01,27-Sep-01,27-Sep-22,,INE005A11AC6
ICICI0901,NB,23-Oct-01,27-Sep-01,27-Sep-22,27-Sep-22,INE005A11AC6
ICICI1000,NB,17-Nov-00,05-Oct-00,05-Jan-22,,INE005A11085
ICICI1000,NB,17-Nov-00,05-Oct-00,05-Jan-22,05-Jan-22,INE005A11085
ICICI1098,NB,20-Oct-98,05-Oct-98,05-Dec-22,,INE005A11309
ICICI1098,NB,20-Oct-98,05-Oct-98,05-Dec-22,05-Dec-22,INE005A11309
ICICI1100,NA,21-Dec-00,14-Nov-00,14-Oct-21,,INE005A11200
ICICI1100,NA,21-Dec-00,14-Nov-00,14-Oct-21,14-Oct-21,INE005A11200
ICICI1101,NC,11-Dec-01,12-Nov-01,12-Nov-22,,INE005A11AI3
ICICI1101,NC,11-Dec-01,12-Nov-01,12-Nov-22,12-Nov-22,INE005A11AI3
ICICI1200,NA,23-Jan-01,13-Dec-00,13-Mar-22,,INE005A11440
ICICI1200,NA,23-Jan-01,13-Dec-00,13-Mar-22,13-Mar-22,INE005A11440
ICICI1201,NB,18-Jan-02,24-Dec-01,24-Dec-22,,INE005A11AO1
ICICI1201,NB,18-Jan-02,24-Dec-01,24-Dec-22,24-Dec-22,INE005A11AO1
ICICI1298,NB,07-Dec-98,01-Dec-98,01-May-23,,INE005A11341
ICICI1298,NB,07-Dec-98,01-Dec-98,01-May-23,01-May-23,INE005A11341
ICICI1299,NC,09-Feb-00,24-Dec-99,24-Sep-22,,INE005A11697
ICICI1299,NC,09-Feb-00,24-Dec-99,24-Sep-22,24-Sep-22,INE005A11697
IDBI0404,N4,04-Jun-04,20-Apr-04,20-Apr-19,20-Apr-04,INE008A09AM3
IDBI0404,N4,04-Jun-04,20-Apr-04,20-Apr-19,20-Apr-19,INE008A09AM3
IDFCFIRSTB,N1,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-16,INE092T08CC6
IDFCFIRSTB,N1,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-17,INE092T08CC6
IDFCFIRSTB,N1,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-18,INE092T08CC6
IDFCFIRSTB,N1,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-19,INE092T08CC6
IDFCFIRSTB,N1,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-20,INE092T08CC6
IDFCFIRSTB,N2,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-16,INE092T08CD4
IDFCFIRSTB,N2,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-17,INE092T08CD4
IDFCFIRSTB,N2,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-18,INE092T08CD4
IDFCFIRSTB,N2,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-19,INE092T08CD4
IDFCFIRSTB,N2,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-20,INE092T08CD4
IDFCFIRSTB,N3,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-16,INE092T08CE2
IDFCFIRSTB,N3,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-17,INE092T08CE2
IDFCFIRSTB,N3,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-18,INE092T08CE2
IDFCFIRSTB,N3,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-19,INE092T08CE2
IDFCFIRSTB,N3,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-20,INE092T08CE2
IDFCFIRSTB,N4,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-16,INE092T08CF9
IDFCFIRSTB,N4,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-17,INE092T08CF9
IDFCFIRSTB,N4,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-18,INE092T08CF9
IDFCFIRSTB,N4,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-19,INE092T08CF9
IDFCFIRSTB,N4,19-Oct-15,12-Nov-10,12-Nov-20,12-Nov-20,INE092T08CF9
IDFCFIRSTB,N5,19-Oct-15,21-Feb-11,21-Feb-21,,INE092T08CG7
IDFCFIRSTB,N6,19-Oct-15,21-Feb-11,21-Feb-21,,INE092T08CH5
IDFCFIRSTB,N7,19-Oct-15,30-Mar-11,30-Mar-21,,INE092T08CI3
IDFCFIRSTB,N8,19-Oct-15,30-Mar-11,30-Mar-21,,INE092T08CJ1
IDFCFIRSTB,N9,19-Oct-15,30-Dec-11,30-Dec-21,,INE092T08CK9
IDFCFIRSTB,NA,19-Oct-15,30-Dec-11,30-Dec-21,,INE092T08CL7
IDFCFIRSTB,NB,19-Oct-15,21-Mar-12,21-Mar-22,,INE092T08CM5
IDFCFIRSTB,NC,19-Oct-15,21-Mar-12,21-Mar-22,,INE092T08CN3
IDFCFIRSTB,ND,19-Oct-15,31-Mar-12,31-Mar-22,,INE092T08CO1
IDFCFIRSTB,NE,19-Oct-15,31-Mar-12,31-Mar-22,,INE092T08CP8
IFCI,NC,04-Dec-14,01-Dec-14,01-Dec-19,,INE039A07751
IFCI,ND,04-Dec-14,01-Dec-14,01-Dec-19,,INE039A07769
IFCI,NE,04-Dec-14,01-Dec-14,01-Dec-19,,INE039A07777
IFCI,NF,04-Dec-14,01-Dec-14,01-Dec-21,,INE039A07785
IFCI,NG,04-Dec-14,01-Dec-14,01-Dec-21,,INE039A07793
IFCI,NH,04-Dec-14,01-Dec-14,01-Dec-24,,INE039A07801
IFCI,NI,04-Dec-14,01-Dec-14,01-Dec-24,,INE039A07819
IFCI,NJ,18-Feb-15,13-Feb-15,13-Feb-20,,INE039A07827
IFCI,NK,18-Feb-15,13-Feb-15,13-Feb-20,,INE039A07835
IFCI,NL,18-Feb-15,13-Feb-15,13-Feb-25,,INE039A07843
IFCI,NM,18-Feb-15,13-Feb-15,13-Feb-25,,INE039A07850
IIFCL,N1,22-Mar-17,22-Jan-13,22-Jan-33,,INE787H07156
IIFCL,N2,22-Mar-17,22-Jan-14,22-Jan-24,,INE787H07354
IIFCL,N3,22-Mar-17,22-Jan-14,22-Jan-34,,INE787H07347
IIFCL,N4,22-Mar-17,22-Jan-14,22-Jan-34,,INE787H07370
IIFLFIN,NC,08-Feb-19,,07-May-22,,INE866I07BY4
IIFLFIN,ND,08-Feb-19,,07-May-22,,INE866I07BZ1
IIFLFIN,NE,08-Feb-19,,07-May-22,,INE866I07CB0
IIFLFIN,NF,08-Feb-19,,07-Feb-24,,INE866I07CD6
IIFLFIN,NG,08-Feb-19,,07-Feb-24,,INE866I07CF1
IIFLFIN,NH,08-Feb-19,,07-Feb-29,,INE866I08279
IIFLFIN,NI,08-Feb-19,,07-Feb-29,,INE866I08295
IIHFL,N2,07-Apr-14,03-Apr-14,02-Apr-20,,INE477L08014
IIHFL,N3,07-Apr-14,03-Apr-14,02-Apr-20,,INE477L08022
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-16,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-17,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-18,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-19,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-20,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-21,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-22,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-23,INE202E07104
IREDA,N1,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-24,INE202E07104
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-16,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-17,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-18,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-19,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-20,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-21,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-22,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-23,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-24,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-25,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-26,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-27,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-28,INE202E07120
IREDA,N2,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-29,INE202E07120
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-16,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-17,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-18,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-19,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-20,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-21,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-22,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-23,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-24,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-25,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-26,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-27,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-28,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-29,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-30,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-31,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-32,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-33,INE202E07146
IREDA,N3,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-34,INE202E07146
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-16,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-17,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-18,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-19,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-20,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-21,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-22,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-23,INE202E07112
IREDA,N4,19-Mar-14,13-Mar-14,13-Mar-24,13-Mar-24,INE202E07112
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-16,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-17,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-18,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-19,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-20,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-21,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-22,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-23,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-24,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-25,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-26,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-27,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-28,INE202E07138
IREDA,N5,19-Mar-14,13-Mar-14,13-Mar-29,13-Mar-29,INE202E07138
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-16,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-17,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-18,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-19,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-20,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-21,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-22,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-23,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-24,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-25,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-26,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-27,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-28,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-29,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-30,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-31,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-32,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-33,INE202E07153
IREDA,N6,19-Mar-14,13-Mar-14,13-Mar-34,13-Mar-34,INE202E07153
IREDA,N7,22-Mar-17,21-Jan-16,21-Jan-31,,INE202E07229
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-16,INE053F07520
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-17,INE053F07520
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-18,INE053F07520
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-19,INE053F07520
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-20,INE053F07520
IRFC,N1,02-Mar-12,23-Feb-12,23-Feb-22,15-Oct-21,INE053F07520
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-16,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-17,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-18,INE053F07538
IRFC,N2,02-Mar-12,23-Feb-12,23-Feb-27,15-Oct-19,INE053F07538
