rep_fie_m,CIK,etity_org_type,series_id,cass_id,cass_ticker_symbo,state_code
811-01716,81443,30,S000045542,C000141790,SCAVX,Y
811-01716,81443,30,S000045542,C000141791,SCCVX,Y
811-01716,81443,30,S000045542,C000141795,SCYVX,Y
811-01716,81443,30,S000030203,C000092962,ADEAX,Y
811-01716,81443,30,S000030203,C000092967,ADEIX,Y
811-01716,81443,30,S000030203,C000092966,ADEKX,Y
811-01716,81443,30,S000030203,C000092965,ADERX,Y
811-01716,81443,30,S000030203,C000092964,ADEYX,Y
811-01716,81443,30,S000030203,C000092963,AIDCX,Y
811-01716,81443,30,S000029578,C000090801,AAX,Y
811-01716,81443,30,S000029578,C000090800,AIX,Y
811-01716,81443,30,S000029578,C000090802,ACX,Y
811-01716,81443,30,S000029578,C000090799,AKX,Y
811-01716,81443,30,S000029578,C000090798,ARX,Y
811-01716,81443,30,S000029578,C000090803,AYX,Y
811-09687,1090504,30,S000009999,C000027654,ADGAX,Y
811-09687,1090504,30,S000009999,C000027655,ADGBX,Y
811-09687,1090504,30,S000009999,C000027656,ADGCX,Y
811-09687,1090504,30,S000009999,C000027659,ADGIX,Y
811-09687,1090504,30,S000009999,C000027658,ADGKX,Y
811-09687,1090504,30,S000009999,C000027657,ADGRX,Y
811-09687,1090504,30,S000009999,C000088731,ADGYX,Y
811-09687,1090504,30,S000009999,C000135447,ADGZX,Y
811-21497,1274676,30,S000010876,C000030134,,Y
811-21497,1274676,30,S000032744,C000101067,,Y
811-21497,1274676,30,S000029560,C000090717,,Y
811-21497,1274676,30,S000031982,C000099557,,Y
811-21497,1274676,30,S000029838,C000091758,,Y
811-00204,19614,30,S000010117,C000028068,CHCBX,Y
811-00204,19614,30,S000010117,C000028069,CHCCX,Y
811-00204,19614,30,S000010117,C000028073,CHCIX,Y
811-00204,19614,30,S000010117,C000028072,CHCKX,Y
811-00204,19614,30,S000010117,C000028067,CHCX,Y
811-00204,19614,30,S000010117,C000028071,CHCRX,Y
811-00204,19614,30,S000010117,C000028070,CHCYX,Y
811-00204,19614,30,S000010117,C000144785,CHCZX,Y
811-07916,910036,30,S000010125,C000028099,AIAX,Y
811-07916,910036,30,S000010125,C000028100,AIBX,Y
811-07916,910036,30,S000010125,C000028101,AICX,Y
811-07916,910036,30,S000010125,C000028105,AIIX,Y
811-07916,910036,30,S000010125,C000028104,AIKX,Y
811-07916,910036,30,S000010125,C000028103,AIRX,Y
811-07916,910036,30,S000010125,C000028102,AIYX,Y
811-07916,910036,30,S000010125,C000135457,AIZX,Y
811-06068,862021,30,S000011990,C000172512,,Y
811-06068,862021,30,S000011990,C000172513,,Y
811-06068,862021,30,S000011990,C000172514,,Y
811-06068,862021,30,S000011990,C000172515,,Y
811-06068,862021,30,S000011990,C000172516,,Y
811-06068,862021,30,S000011990,C000172517,,Y
811-06068,862021,30,S000011990,C000172518,,Y
811-06068,862021,30,S000011990,C000172519,,Y
811-06068,862021,30,S000011990,C000172520,GMOXX,Y
811-06068,862021,30,S000011990,C000032709,MYMXX,Y
811-06068,862021,30,S000011989,C000032708,,Y
811-06554,883676,30,S000010128,C000028114,AABX,Y
811-06554,883676,30,S000010128,C000028115,AACX,Y
811-06554,883676,30,S000010128,C000028113,AAGX,Y
811-06554,883676,30,S000010128,C000057411,AAIX,Y
811-06554,883676,30,S000010128,C000057410,AAKX,Y
811-06554,883676,30,S000010128,C000057409,AARX,Y
811-06554,883676,30,S000010128,C000057412,AAYX,Y
811-06554,883676,30,S000010128,C000135460,AAZX,Y
811-07707,1018368,30,S000010124,C000028098,AEEIX,Y
811-07707,1018368,30,S000010124,C000028092,AREAX,Y
811-07707,1018368,30,S000010124,C000028093,AREBX,Y
811-07707,1018368,30,S000010124,C000028094,ARECX,Y
811-07707,1018368,30,S000010124,C000028097,ARRKX,Y
811-07707,1018368,30,S000010124,C000028096,ARRRX,Y
811-07707,1018368,30,S000010124,C000028095,ARSYX,Y
811-00134,69752,30,S000009974,C000027568,CABBX,Y
811-00134,69752,30,S000009974,C000027573,CABIX,Y
811-00134,69752,30,S000009974,C000027567,CABX,Y
811-00134,69752,30,S000009974,C000027569,CBACX,Y
811-00134,69752,30,S000009974,C000027572,CBSKX,Y
811-00134,69752,30,S000009974,C000027571,CBSRX,Y
811-00134,69752,30,S000009974,C000027570,CBSYX,Y
811-03131,350181,30,S000010074,C000027890,AGTIX,Y
811-03131,350181,30,S000010074,C000027884,ATFX,Y
811-03131,350181,30,S000010074,C000027885,ATEBX,Y
811-03131,350181,30,S000010074,C000027886,ATECX,Y
811-03131,350181,30,S000010074,C000027889,ATEKX,Y
811-03131,350181,30,S000010074,C000027888,ATERX,Y
811-03131,350181,30,S000010074,C000027887,ATEYX,Y
811-08294,917713,30,S000009985,C000027610,AEAXX,Y
811-08294,917713,30,S000009985,C000027611,AEBXX,Y
811-08294,917713,30,S000009985,C000027612,AECXX,Y
811-08294,917713,30,S000009985,C000027615,AEKXX,Y
811-08294,917713,30,S000009985,C000027613,AEYXX,Y
811-08294,917713,30,S000009985,C000027616,AIEXX,Y
811-08294,917713,30,S000009985,C000027614,AREXX,Y
811-00126,29292,30,S000010080,C000027911,CABDX,Y
811-00126,29292,30,S000010080,C000027913,CBBCX,Y
811-00126,29292,30,S000010080,C000027912,CBBDX,Y
811-00126,29292,30,S000010080,C000027917,CBBIX,Y
811-00126,29292,30,S000010080,C000027916,CBBKX,Y
811-00126,29292,30,S000010080,C000027915,CBBRX,Y
811-00126,29292,30,S000010080,C000027914,CBBYX,Y
811-00126,29292,30,S000010080,C000132087,CBBZX,Y
811-08188,915845,30,S000009981,C000027601,AGDAX,Y
811-08188,915845,30,S000009981,C000027602,AGDBX,Y
811-08188,915845,30,S000009981,C000027603,AGDCX,Y
811-08188,915845,30,S000009981,C000068509,AGDIX,Y
811-08188,915845,30,S000009981,C000068508,AGDKX,Y
811-08188,915845,30,S000009981,C000068507,AGDRX,Y
811-08188,915845,30,S000009981,C000068506,AGDYX,Y
811-08188,915845,30,S000009981,C000135461,AGDZX,Y
811-08403,1018592,30,S000010313,C000028538,ARIIX,Y
811-08426,920701,30,S000010094,C000027972,AWPAX,Y
811-08426,920701,30,S000010094,C000027973,AWPBX,Y
811-08426,920701,30,S000010094,C000027974,AWPCX,Y
811-08426,920701,30,S000010094,C000027978,AWPIX,Y
811-08426,920701,30,S000010094,C000027977,AWPKX,Y
811-08426,920701,30,S000010094,C000027976,AWPRX,Y
811-08426,920701,30,S000010094,C000027975,AWPYX,Y
811-06730,889508,30,S000010251,C000028343,ABPRX,Y
811-06730,889508,30,S000010251,C000028344,ACKX,Y
811-06730,889508,30,S000010251,C000028345,AIX,Y
811-06730,889508,30,S000010251,C000028338,APGAX,Y
811-06730,889508,30,S000010251,C000028340,APGBX,Y
811-06730,889508,30,S000010251,C000028341,APGCX,Y
811-06730,889508,30,S000010251,C000028342,APGYX,Y
811-06730,889508,30,S000010251,C000159956,APGZX,Y
811-07618,899774,30,S000010353,C000082954,,Y
811-07618,899774,30,S000010353,C000028637,AAZAX,Y
811-07618,899774,30,S000010353,C000028638,AAZBX,Y
811-07618,899774,30,S000010353,C000028639,AAZCX,Y
811-07618,899774,30,S000010355,C000028643,AMAAX,Y
811-07618,899774,30,S000010355,C000028644,AMABX,Y
811-07618,899774,30,S000010355,C000028645,AMACX,Y
811-07618,899774,30,S000010355,C000082955,AMAYX,Y
811-07618,899774,30,S000010356,C000082956,,Y
811-07618,899774,30,S000010356,C000028646,AMIAX,Y
811-07618,899774,30,S000010356,C000028647,AMIBX,Y
811-07618,899774,30,S000010356,C000028648,AMICX,Y
811-07618,899774,30,S000010357,C000082957,,Y
811-07618,899774,30,S000010357,C000028649,AMAX,Y
811-07618,899774,30,S000010357,C000028650,AMBX,Y
811-07618,899774,30,S000010357,C000028651,AMCX,Y
811-07618,899774,30,S000010358,C000082958,,Y
811-07618,899774,30,S000010358,C000028652,AJAX,Y
811-07618,899774,30,S000010358,C000028653,AJBX,Y
811-07618,899774,30,S000010358,C000028654,AJCX,Y
811-07618,899774,30,S000010359,C000082959,,Y
811-07618,899774,30,S000010359,C000028655,AOHAX,Y
811-07618,899774,30,S000010359,C000028656,AOHBX,Y
811-07618,899774,30,S000010359,C000028657,AOHCX,Y
811-07618,899774,30,S000010360,C000082960,,Y
811-07618,899774,30,S000010360,C000028658,APAAX,Y
811-07618,899774,30,S000010360,C000028659,APABX,Y
811-07618,899774,30,S000010360,C000028660,APACX,Y
811-07618,899774,30,S000010361,C000028661,AVAAX,Y
811-07618,899774,30,S000010361,C000028662,AVABX,Y
811-07618,899774,30,S000010361,C000028663,AVACX,Y
811-07618,899774,30,S000010361,C000082961,AVAYX,Y
811-04791,798737,30,S000010348,C000028621,ACACX,Y
811-04791,798737,30,S000010348,C000028619,ACAX,Y
811-04791,798737,30,S000010348,C000028620,ACBX,Y
811-04791,798737,30,S000010348,C000069624,ACVX,Y
811-04791,798737,30,S000027380,C000082628,ABTFX,Y
811-04791,798737,30,S000027380,C000082627,ABTHX,Y
811-04791,798737,30,S000027380,C000082629,ABTYX,Y
811-04791,798737,30,S000010351,C000028630,ACX,Y
811-04791,798737,30,S000010351,C000028629,ATBX,Y
811-04791,798737,30,S000010351,C000028628,ATHX,Y
811-04791,798737,30,S000010351,C000069625,ATVX,Y
811-04791,798737,30,S000010352,C000028632,ABX,Y
811-04791,798737,30,S000010352,C000069626,AVX,Y
811-04791,798737,30,S000010352,C000028631,AYX,Y
811-04791,798737,30,S000010352,C000028633,AYCX,Y
811-21673,1308576,30,S000010374,C000028689,,Y
811-21673,1308576,30,S000010375,C000028690,,Y
811-21673,1308576,30,S000012444,C000033798,,Y
811-21673,1308576,30,S000012445,C000033799,,Y
811-21673,1308576,30,S000010373,C000028688,,Y
811-21673,1308576,30,S000010376,C000028691,,Y
811-21673,1308576,30,S000010377,C000028692,,Y
811-21673,1308576,30,S000010370,C000028685,,Y
811-21673,1308576,30,S000010378,C000028693,,Y
811-21673,1308576,30,S000010379,C000028694,,Y
811-21673,1308576,30,S000010380,C000028695,,Y
811-21673,1308576,30,S000010371,C000028686,,Y
811-21673,1308576,30,S000010372,C000028687,,Y
811-21673,1308576,30,S000028081,C000085473,,Y
811-05088,812015,30,S000010512,C000029015,ABWAX,Y
811-05088,812015,30,S000010512,C000029016,ABWBX,Y
811-05088,812015,30,S000010512,C000029017,ABWCX,Y
811-05088,812015,30,S000010512,C000029021,ABWIX,Y
811-05088,812015,30,S000010512,C000029020,ABWKX,Y
811-05088,812015,30,S000010512,C000029019,ABWRX,Y
811-05088,812015,30,S000010512,C000029018,ABWYX,Y
811-05088,812015,30,S000010510,C000029004,ABPAX,Y
811-05088,812015,30,S000010510,C000029005,ABPBX,Y
811-05088,812015,30,S000010510,C000029006,ABPCX,Y
811-05088,812015,30,S000010510,C000029007,ABPYX,Y
811-05088,812015,30,S000010510,C000029008,APPRX,Y
811-05088,812015,30,S000010510,C000029010,APWIX,Y
811-05088,812015,30,S000010510,C000029009,APWKX,Y
811-05088,812015,30,S000010509,C000028998,AGBBX,Y
811-05088,812015,30,S000010509,C000029003,AGFIX,Y
811-05088,812015,30,S000010509,C000029002,AGFKX,Y
811-05088,812015,30,S000010509,C000029001,AGFRX,Y
811-05088,812015,30,S000010509,C000028999,AGRCX,Y
811-05088,812015,30,S000010509,C000028997,AGRFX,Y
811-05088,812015,30,S000010509,C000029000,AGRYX,Y
811-05088,812015,30,S000010513,C000029022,AGIAX,Y
811-05088,812015,30,S000010513,C000029023,AGIBX,Y
811-05088,812015,30,S000010513,C000029024,AGICX,Y
811-05088,812015,30,S000010513,C000029025,AGIYX,Y
811-05088,812015,30,S000010511,C000029011,ACIAX,Y
811-05088,812015,30,S000010511,C000029012,ACIBX,Y
811-05088,812015,30,S000010511,C000029013,ACICX,Y
811-05088,812015,30,S000010511,C000029014,ACIYX,Y
811-05088,812015,30,S000010515,C000029033,ATWAX,Y
811-05088,812015,30,S000010515,C000029034,ATWBX,Y
811-05088,812015,30,S000010515,C000029035,ATWCX,Y
811-05088,812015,30,S000010515,C000029036,ATWYX,Y
811-05088,812015,30,S000010514,C000029026,AWAAX,Y
811-05088,812015,30,S000010514,C000029027,AWABX,Y
811-05088,812015,30,S000010514,C000029028,AWACX,Y
811-05088,812015,30,S000010514,C000029032,AWAIX,Y
811-05088,812015,30,S000010514,C000029031,AWAKX,Y
811-05088,812015,30,S000010514,C000029030,AWARX,Y
811-05088,812015,30,S000010514,C000029029,AWAYX,Y
811-10221,1129870,30,S000010412,C000028755,ABASX,Y
811-10221,1129870,30,S000010412,C000028756,ABBSX,Y
811-10221,1129870,30,S000010412,C000028757,ABCSX,Y
811-10221,1129870,30,S000010412,C000028761,ABSIX,Y
811-10221,1129870,30,S000010412,C000028760,ABSKX,Y
811-10221,1129870,30,S000010412,C000028759,ABSRX,Y
811-10221,1129870,30,S000010412,C000135456,ABSZX,Y
811-10221,1129870,30,S000010412,C000028758,ABYSX,Y
811-10221,1129870,30,S000010414,C000028769,ABAGX,Y
811-10221,1129870,30,S000010414,C000028770,ABBGX,Y
811-10221,1129870,30,S000010414,C000028771,ABCGX,Y
811-10221,1129870,30,S000010414,C000028774,ABGKX,Y
811-10221,1129870,30,S000010414,C000028773,ABGRX,Y
811-10221,1129870,30,S000010414,C000028772,ABGYX,Y
811-10221,1129870,30,S000010414,C000028775,AGVIX,Y
811-10221,1129870,30,S000010413,C000028762,ABIAX,Y
811-10221,1129870,30,S000010413,C000028763,ABIBX,Y
811-10221,1129870,30,S000010413,C000028764,ABICX,Y
811-10221,1129870,30,S000010413,C000028765,ABIYX,Y
811-10221,1129870,30,S000010413,C000028768,AIVIX,Y
811-10221,1129870,30,S000010413,C000028767,AIVKX,Y
811-10221,1129870,30,S000010413,C000028766,AIVRX,Y
811-10221,1129870,30,S000010411,C000028748,ABVAX,Y
811-10221,1129870,30,S000010411,C000028749,ABVBX,Y
811-10221,1129870,30,S000010411,C000028750,ABVCX,Y
811-10221,1129870,30,S000010411,C000028754,ABVIX,Y
811-10221,1129870,30,S000010411,C000028753,ABVKX,Y
811-10221,1129870,30,S000010411,C000028752,ABVRX,Y
811-10221,1129870,30,S000010411,C000028751,ABVYX,Y
811-07391,1002718,30,S000010071,C000027872,AGCCX,Y
811-07391,1002718,30,S000010071,C000027876,AGIX,Y
811-07391,1002718,30,S000010071,C000027870,AGSAX,Y
811-07391,1002718,30,S000010071,C000027871,AGSBX,Y
811-07391,1002718,30,S000010071,C000027873,AGSIX,Y
811-07391,1002718,30,S000010071,C000027875,AGSKX,Y
811-07391,1002718,30,S000010071,C000027874,AGSRX,Y
811-07391,1002718,30,S000010071,C000150886,AGSZX,Y
811-05398,825316,30,S000010443,C000028852,,Y
811-05398,825316,30,S000010443,C000028853,,Y
811-05398,825316,30,S000031722,C000098721,,Y
811-05398,825316,30,S000031722,C000098722,,Y
811-05398,825316,30,S000049081,C000154811,,Y
811-05398,825316,30,S000049081,C000154812,,Y
811-05398,825316,30,S000049082,C000154813,,Y
811-05398,825316,30,S000049082,C000154814,,Y
811-05398,825316,30,S000010447,C000028860,,Y
811-05398,825316,30,S000010447,C000028861,,Y
811-05398,825316,30,S000010448,C000028862,,Y
811-05398,825316,30,S000010448,C000028863,,Y
811-05398,825316,30,S000010449,C000028864,,Y
811-05398,825316,30,S000010449,C000028865,,Y
811-05398,825316,30,S000010437,C000028840,,Y
811-05398,825316,30,S000010437,C000028841,,Y
811-05398,825316,30,S000010429,C000028824,,Y
811-05398,825316,30,S000010429,C000028825,,Y
811-05398,825316,30,S000010431,C000028828,,Y
811-05398,825316,30,S000010431,C000028829,,Y
811-05398,825316,30,S000010432,C000028830,,Y
811-05398,825316,30,S000010432,C000028831,,Y
811-05398,825316,30,S000049083,C000154815,,Y
811-05398,825316,30,S000049083,C000154816,,Y
811-05398,825316,30,S000010434,C000028834,,Y
811-05398,825316,30,S000010434,C000028835,,Y
811-05398,825316,30,S000010435,C000028836,,Y
811-05398,825316,30,S000010435,C000028837,,Y
811-05398,825316,30,S000010436,C000028838,,Y
811-05398,825316,30,S000010436,C000028839,,Y
811-05398,825316,30,S000010441,C000028848,,Y
811-05398,825316,30,S000010441,C000028849,,Y
811-05398,825316,30,S000010433,C000028832,,Y
811-05398,825316,30,S000010433,C000028833,,Y
811-22132,1413594,30,S000025400,C000076080,,PA
811-22132,1413594,30,S000025400,C000076081,,PA
811-22132,1413594,30,S000025400,C000076082,,PA
811-22132,1413594,30,S000025400,C000075912,,PA
811-22132,1413594,30,S000025400,C000076083,,PA
811-22132,1413594,30,S000026901,C000111355,,PA
811-22132,1413594,30,S000026901,C000111356,,PA
811-22132,1413594,30,S000026901,C000111357,,PA
811-22132,1413594,30,S000026901,C000080973,,PA
811-22132,1413594,30,S000026901,C000080974,,PA
811-22132,1413594,30,S000031818,C000101936,,PA
811-22132,1413594,30,S000031818,C000101937,,PA
811-22132,1413594,30,S000031818,C000101938,,PA
811-22132,1413594,30,S000031818,C000099078,,PA
811-22132,1413594,30,S000031818,C000101939,,PA
811-22132,1413594,30,S000020289,C000056926,,PA
811-22132,1413594,30,S000020289,C000056928,,PA
811-22132,1413594,30,S000020289,C000056929,,PA
811-22132,1413594,30,S000020289,C000056930,,PA
811-22132,1413594,30,S000020289,C000056931,,PA
811-22132,1413594,30,S000024073,C000070743,,PA
811-22132,1413594,30,S000024073,C000070744,,PA
811-22132,1413594,30,S000024073,C000070745,,PA
811-22132,1413594,30,S000024073,C000070747,,PA
811-22132,1413594,30,S000024073,C000070746,,PA
811-22132,1413594,30,S000020306,C000057028,,PA
811-22132,1413594,30,S000020306,C000057030,,PA
811-22132,1413594,30,S000020306,C000057031,,PA
811-22132,1413594,30,S000020306,C000057032,,PA
811-22132,1413594,30,S000020306,C000057033,,PA
811-22132,1413594,30,S000020303,C000057010,,PA
811-22132,1413594,30,S000020303,C000057012,,PA
811-22132,1413594,30,S000020303,C000057013,,PA
811-22132,1413594,30,S000020303,C000057014,,PA
811-22132,1413594,30,S000020303,C000057015,,PA
811-22132,1413594,30,S000020304,C000057016,,PA
811-22132,1413594,30,S000020304,C000057018,,PA
811-22132,1413594,30,S000020304,C000057019,,PA
811-22132,1413594,30,S000020304,C000057020,,PA
811-22132,1413594,30,S000020304,C000057021,,PA
811-22132,1413594,30,S000038161,C000117691,,PA
811-22132,1413594,30,S000038161,C000117692,,PA
811-22132,1413594,30,S000038161,C000117693,,PA
811-22132,1413594,30,S000038161,C000117694,,PA
811-22132,1413594,30,S000038161,C000117695,,PA
811-22132,1413594,30,S000030138,C000092566,,PA
811-22132,1413594,30,S000030138,C000092567,,PA
811-22132,1413594,30,S000030138,C000092568,,PA
811-22132,1413594,30,S000030138,C000092569,,PA
811-22132,1413594,30,S000030138,C000092570,,PA
811-22132,1413594,30,S000026307,C000111352,,PA
811-22132,1413594,30,S000026307,C000111353,,PA
811-22132,1413594,30,S000026307,C000111354,,PA
811-22132,1413594,30,S000026307,C000079068,,PA
811-22132,1413594,30,S000026307,C000081085,,PA
811-22132,1413594,30,S000020312,C000057064,,PA
811-22132,1413594,30,S000020312,C000057066,,PA
811-22132,1413594,30,S000020312,C000057067,,PA
811-22132,1413594,30,S000020312,C000057068,,PA
811-22132,1413594,30,S000020312,C000057069,,PA
811-22132,1413594,30,S000039849,C000123596,,PA
811-22132,1413594,30,S000039849,C000123597,,PA
811-22132,1413594,30,S000039849,C000123598,,PA
811-22132,1413594,30,S000039849,C000123599,,PA
811-22132,1413594,30,S000039849,C000123600,,PA
811-22132,1413594,30,S000020309,C000057046,,PA
811-22132,1413594,30,S000020309,C000057048,,PA
811-22132,1413594,30,S000020309,C000057049,,PA
811-22132,1413594,30,S000020309,C000057050,,PA
811-22132,1413594,30,S000020309,C000057051,,PA
811-22132,1413594,30,S000020296,C000056972,,PA
811-22132,1413594,30,S000020296,C000056968,,PA
811-22132,1413594,30,S000020296,C000056969,,PA
811-22132,1413594,30,S000020296,C000056970,,PA
811-22132,1413594,30,S000020296,C000056971,,PA
811-22132,1413594,30,S000025401,C000076084,,PA
811-22132,1413594,30,S000025401,C000076085,,PA
811-22132,1413594,30,S000025401,C000076086,,PA
811-22132,1413594,30,S000025401,C000075913,,PA
811-22132,1413594,30,S000025401,C000076087,,PA
811-22132,1413594,30,S000036222,C000110897,,PA
811-22132,1413594,30,S000036222,C000110898,,PA
811-22132,1413594,30,S000036222,C000110899,,PA
811-22132,1413594,30,S000036222,C000110900,,PA
811-22132,1413594,30,S000036222,C000110901,,PA
811-22132,1413594,30,S000020291,C000056938,,PA
811-22132,1413594,30,S000020291,C000056940,,PA
811-22132,1413594,30,S000020291,C000056941,,PA
811-22132,1413594,30,S000020291,C000056942,,PA
811-22132,1413594,30,S000020291,C000056943,,PA
811-22132,1413594,30,S000025402,C000076092,,PA
811-22132,1413594,30,S000025402,C000076089,,PA
811-22132,1413594,30,S000025402,C000076090,,PA
811-22132,1413594,30,S000025402,C000075914,,PA
811-22132,1413594,30,S000025402,C000076091,,PA
811-22132,1413594,30,S000051714,C000162726,,PA
811-22132,1413594,30,S000051714,C000162727,,PA
811-22132,1413594,30,S000051714,C000162728,,PA
811-22132,1413594,30,S000051714,C000162729,,PA
811-22132,1413594,30,S000051714,C000162730,,PA
811-22132,1413594,30,S000040053,C000124344,,PA
811-22132,1413594,30,S000040053,C000124345,,PA
811-22132,1413594,30,S000040053,C000124346,,PA
811-22132,1413594,30,S000040053,C000124347,,PA
811-22132,1413594,30,S000040053,C000124348,,PA
811-22132,1413594,30,S000051428,C000162030,,PA
811-22132,1413594,30,S000051429,C000162032,,PA
811-22132,1413594,30,S000051429,C000162033,,PA
811-22132,1413594,30,S000051429,C000162034,,PA
811-22132,1413594,30,S000051429,C000162031,,PA
811-22132,1413594,30,S000020313,C000057070,,PA
811-22132,1413594,30,S000020313,C000057072,,PA
811-22132,1413594,30,S000020313,C000123601,,PA
811-22132,1413594,30,S000020313,C000123602,,PA
811-22132,1413594,30,S000020313,C000123603,,PA
811-22132,1413594,30,S000053020,C000166724,,PA
811-22132,1413594,30,S000053020,C000166725,,PA
811-22132,1413594,30,S000053020,C000166726,,PA
811-22132,1413594,30,S000053020,C000166727,,PA
811-22132,1413594,30,S000053020,C000166728,,PA
811-22132,1413594,30,S000033658,C000103444,,PA
811-22132,1413594,30,S000033658,C000103445,,PA
811-22132,1413594,30,S000033658,C000103446,,PA
811-22132,1413594,30,S000033658,C000103447,,PA
811-22132,1413594,30,S000033658,C000103448,,PA
811-22132,1413594,30,S000020297,C000056974,,PA
811-22132,1413594,30,S000020297,C000056976,,PA
811-22132,1413594,30,S000020297,C000056977,,PA
811-22132,1413594,30,S000020297,C000056978,,PA
811-22132,1413594,30,S000020297,C000056979,,PA
811-22132,1413594,30,S000030140,C000092576,,PA
811-22132,1413594,30,S000030140,C000092577,,PA
